# t0 1403636619.763555765
# timestamp tx ty tz qx qy qz qw
1.000000000 0.000000 0.000000 0.000000 -0.045129 -0.793608 0.000000 0.606754
1.049999714 -0.000035 0.000081 -0.000148 -0.045122 -0.793577 0.000081 0.606794
1.099999905 -0.000002 0.000226 -0.000306 -0.045122 -0.793585 0.000062 0.606784
1.149999857 -0.000000 0.000329 -0.000586 -0.045156 -0.793573 0.000108 0.606797
1.199999809 -0.000072 0.000446 -0.001003 -0.045188 -0.793600 0.000088 0.606759
1.249999762 -0.000153 0.000555 -0.001553 -0.045191 -0.793652 0.000106 0.606691
1.299999952 -0.000264 0.000797 -0.002267 -0.044913 -0.793603 -0.000412 0.606776
1.349999666 -0.000334 0.000715 -0.003115 -0.045171 -0.793606 0.000235 0.606753
1.399999857 -0.000561 0.000849 -0.004293 -0.044821 -0.793590 -0.000229 0.606800
1.449999809 -0.000868 0.000865 -0.005686 -0.045116 -0.793536 0.000164 0.606848
1.500000000 -0.001164 0.001098 -0.007086 -0.044911 -0.793636 -0.000188 0.606734
1.549999714 -0.001603 0.001223 -0.008669 -0.045122 -0.793609 0.000127 0.606753
1.599999905 -0.002027 0.001550 -0.010256 -0.044940 -0.793588 -0.000129 0.606794
1.649999857 -0.002419 0.001706 -0.012135 -0.045153 -0.793602 0.000203 0.606760
1.699999809 -0.002802 0.002044 -0.014069 -0.044971 -0.793555 -0.000077 0.606835
1.749999762 -0.003094 0.002341 -0.016017 -0.045092 -0.793603 0.000139 0.606762
1.799999952 -0.003357 0.002785 -0.017985 -0.044986 -0.793622 -0.000039 0.606745
1.849999666 -0.003686 0.003179 -0.020034 -0.045161 -0.793642 0.000184 0.606706
1.899999857 -0.004068 0.003731 -0.022228 -0.045027 -0.793655 0.000002 0.606699
1.949999809 0.003115 -0.008097 0.015153 -0.044697 -0.793736 0.000997 0.606618
2.000000000 0.003101 -0.008097 0.014836 -0.044585 -0.793740 0.000915 0.606621
2.049999714 0.002994 -0.008012 0.016595 -0.044708 -0.793911 0.000660 0.606387
2.099999905 0.002767 -0.008066 0.016027 -0.044681 -0.794003 0.000633 0.606270
2.149999857 0.003647 -0.010811 0.015436 -0.045331 -0.793901 0.000656 0.606354
2.199999809 0.003335 -0.010694 0.014957 -0.045369 -0.793836 0.000718 0.606436
2.249999762 0.004144 -0.011163 0.014925 -0.045221 -0.793914 0.000633 0.606346
2.299999952 0.004029 -0.011061 0.014545 -0.045291 -0.793879 0.000774 0.606387
2.349999666 0.004531 -0.012339 0.013438 -0.045560 -0.793974 0.000665 0.606242
2.399999857 0.004304 -0.012108 0.012962 -0.045555 -0.793983 0.000727 0.606230
2.449999809 0.004500 -0.012357 0.010868 -0.045740 -0.793919 0.000684 0.606300
2.500000000 0.004491 -0.011960 0.010507 -0.045713 -0.793963 0.000643 0.606245
2.549999714 0.006066 -0.009606 0.008375 -0.045140 -0.793991 0.000454 0.606252
2.599999905 0.006014 -0.009382 0.008178 -0.045104 -0.794055 0.000463 0.606170
2.649999857 0.006946 -0.008434 0.006393 -0.044814 -0.794102 0.000550 0.606130
2.699999809 0.006586 -0.008363 0.006285 -0.044781 -0.794094 0.000543 0.606143
2.749999762 0.005508 -0.008709 0.005391 -0.044865 -0.793918 0.000415 0.606368
2.799999952 0.005213 -0.008659 0.005183 -0.044881 -0.793954 0.000398 0.606319
2.849999666 0.004914 -0.008657 0.004067 -0.044871 -0.793830 0.000323 0.606482
2.899999857 0.004657 -0.008655 0.004090 -0.044860 -0.793770 0.000412 0.606562
2.949999809 0.003623 -0.009651 0.004263 -0.045435 -0.793576 0.000173 0.606772
3.000000000 0.003703 -0.009367 0.004237 -0.045380 -0.793562 0.000160 0.606795
3.049999714 0.003776 -0.009069 0.004298 -0.044897 -0.793590 0.000136 0.606794
3.099999905 0.003834 -0.008881 0.004263 -0.044974 -0.793471 0.000087 0.606943
3.149999857 0.003141 -0.008548 0.004455 -0.044092 -0.793448 0.000215 0.607039
3.199999809 0.002282 -0.001280 0.000659 -0.044541 -0.793435 0.000286 0.607023
3.249999762 0.002056 -0.001301 0.000549 -0.044826 -0.793224 -0.000051 0.607278
3.299999952 0.001977 -0.001262 0.000305 -0.044861 -0.793334 0.000016 0.607132
3.349999666 0.001622 -0.000973 0.000209 -0.044961 -0.793514 0.000176 0.606888
3.399999857 0.001399 -0.001084 -0.000497 -0.044853 -0.793503 0.000019 0.606911
3.449999809 0.000996 -0.000846 -0.000128 -0.044974 -0.793681 0.000219 0.606669
3.500000000 0.000607 -0.000975 -0.000699 -0.045013 -0.793635 0.000301 0.606726
3.549999714 0.000194 -0.000574 -0.000508 -0.045588 -0.793510 0.000020 0.606847
3.599999905 -0.000017 -0.000675 -0.001280 -0.045734 -0.793593 0.000216 0.606727
3.649999857 -0.000656 0.000102 -0.000870 -0.046175 -0.793657 -0.000042 0.606610
3.699999809 -0.000547 0.000054 -0.001616 -0.046297 -0.793535 0.000049 0.606761
3.749999762 -0.000683 0.000698 -0.001762 -0.046523 -0.793814 0.000103 0.606378
3.799999952 -0.000050 0.001248 -0.002741 -0.046665 -0.793871 0.000261 0.606293
3.849999666 -0.003005 0.000987 -0.001448 -0.046525 -0.794272 0.000286 0.605778
3.899999857 -0.003871 0.001340 -0.001948 -0.046442 -0.794256 0.000276 0.605806
3.949999809 -0.003726 0.001444 -0.001384 -0.046702 -0.794195 0.000092 0.605866
4.000000000 -0.004873 0.001851 -0.001996 -0.046886 -0.794087 0.000005 0.605993
4.049999714 -0.001456 0.000915 -0.001588 -0.046039 -0.793942 0.000766 0.606247
4.099999905 -0.002450 0.001448 -0.002169 -0.046314 -0.793779 0.000729 0.606440
4.149999857 -0.000836 -0.000251 -0.001072 -0.045496 -0.793544 0.000379 0.606809
4.199999809 -0.001393 -0.000068 -0.001078 -0.045892 -0.793527 0.000490 0.606802
4.249999762 -0.001579 0.000227 -0.000918 -0.045385 -0.793555 0.000431 0.606803
4.299999952 -0.002203 0.000623 -0.000750 -0.045635 -0.793555 0.000391 0.606785
4.349999666 -0.002776 0.000302 -0.000995 -0.045529 -0.793701 -0.000028 0.606602
4.399999857 -0.002943 0.000265 -0.001319 -0.046020 -0.793577 0.000058 0.606727
4.449999809 -0.003247 -0.000198 -0.001499 -0.045552 -0.793577 0.000061 0.606763
4.500000000 -0.003900 -0.000079 -0.001455 -0.045554 -0.793643 0.000173 0.606676
4.549999714 -0.006546 0.000866 -0.002504 -0.045885 -0.795418 -0.001058 0.604321
4.599999905 -0.007238 0.002035 -0.003428 -0.046475 -0.798399 -0.002136 0.600328
4.649999857 -0.011929 0.003561 0.003340 -0.048151 -0.798980 -0.000572 0.599426
4.699999809 -0.006196 -0.001299 0.007383 -0.045909 -0.798765 0.001681 0.599887
4.749999762 0.002486 -0.000897 0.015597 -0.044448 -0.795578 0.004037 0.604205
4.799999952 0.006506 0.002064 0.018856 -0.045536 -0.797707 0.002912 0.601316
4.849999666 0.009883 0.003661 0.028724 -0.042784 -0.796426 0.002417 0.603216
4.899999857 0.016935 0.010949 0.032232 -0.041474 -0.794330 0.000754 0.606069
4.949999809 0.038952 0.014673 0.045199 -0.037120 -0.790804 -0.000232 0.610943
5.000000000 0.048115 0.022996 0.050036 -0.035588 -0.789252 -0.002391 0.613032
5.049999714 0.056509 0.045969 0.049781 -0.027387 -0.789194 -0.006333 0.613500
5.099999905 0.067978 0.056437 0.056004 -0.022576 -0.791236 -0.011441 0.610987
5.149999857 0.073387 0.071174 0.066678 -0.017009 -0.795702 -0.017270 0.605203
5.199999809 0.050018 0.019291 0.070564 -0.009904 -0.799340 -0.025158 0.600270
5.249999762 0.074686 0.034250 0.098411 -0.007730 -0.802278 -0.027908 0.596248
5.299999952 0.094909 0.033193 0.113597 0.000257 -0.800046 -0.031176 0.599128
5.349999666 0.106195 0.046866 0.135586 0.000298 -0.802981 -0.029690 0.595264
5.399999857 0.111823 -0.014661 0.161388 -0.000450 -0.804579 -0.026940 0.593235
5.449999809 0.119831 0.003931 0.180232 -0.002630 -0.803469 -0.021182 0.594964
5.500000000 0.134076 0.001942 0.202772 -0.003845 -0.800577 -0.017882 0.598950
5.549999714 0.146246 0.023505 0.210725 -0.004178 -0.797815 -0.013914 0.602728
5.599999905 0.160257 0.023602 0.223209 -0.003905 -0.795896 -0.011685 0.605308
5.649999857 0.193682 0.010065 0.222034 -0.003052 -0.795587 -0.011553 0.605722
5.699999809 0.210761 0.008982 0.225110 -0.002124 -0.797296 -0.011066 0.603483
5.749999762 0.233067 -0.001915 0.249760 -0.002040 -0.798038 -0.010540 0.602511
5.799999952 0.250760 -0.004168 0.253611 -0.001024 -0.798535 -0.010098 0.601863
5.849999666 0.260614 -0.007539 0.270128 0.000136 -0.798575 -0.010392 0.601806
5.899999857 0.279211 -0.010882 0.281740 0.001251 -0.797355 -0.010376 0.603420
5.949999809 0.292790 -0.004197 0.291998 0.002242 -0.795236 -0.008872 0.606230
6.000000000 0.312678 -0.008020 0.312476 0.003213 -0.791652 -0.008712 0.610901
6.049999714 0.334167 -0.012326 0.337506 0.003620 -0.788104 -0.007634 0.615484
6.099999905 0.355458 -0.010176 0.352611 0.004223 -0.783978 -0.006003 0.620745
6.149999857 0.377471 0.002497 0.343123 0.005663 -0.781166 -0.004653 0.624281
6.199999809 0.405559 -0.002163 0.372657 0.005815 -0.778960 -0.003450 0.627037
6.249999762 0.416356 0.009744 0.348205 0.006550 -0.777504 -0.002335 0.628839
6.299999952 0.447970 0.005135 0.372717 0.004898 -0.776371 0.001853 0.630254
6.349999666 0.448664 0.018682 0.336215 0.003087 -0.776369 0.006786 0.630234
6.399999857 0.482744 0.014988 0.354320 0.000902 -0.775364 0.011500 0.631409
6.449999809 0.456484 0.037757 0.287686 -0.001280 -0.776290 0.016138 0.630168
6.500000000 0.491235 0.036615 0.295215 -0.002217 -0.775725 0.018694 0.630791
6.549999714 0.447055 0.044045 0.225776 -0.002926 -0.777315 0.020284 0.628777
6.599999905 0.480392 0.044802 0.222474 -0.002401 -0.776909 0.020300 0.629281
6.649999857 0.453509 0.027963 0.186187 -0.001435 -0.778025 0.018906 0.627947
6.699999809 0.486812 0.063366 0.171477 0.000174 -0.775535 0.016819 0.631080
6.749999762 0.477131 0.039113 0.161627 0.002557 -0.774415 0.013564 0.632527
6.799999952 0.512086 0.040303 0.148991 0.005592 -0.771873 0.010627 0.635664
6.849999666 0.506605 0.015618 0.128192 0.007343 -0.770596 0.008173 0.637230
6.899999857 0.543738 0.015416 0.112626 0.010130 -0.768607 0.006173 0.639611
6.949999809 0.528865 0.073706 0.057844 0.020642 -0.771999 0.001791 0.635286
7.000000000 0.567676 0.072330 0.037506 0.022240 -0.773244 0.002263 0.633714
7.049999714 0.567162 0.022020 0.098334 0.022819 -0.776043 0.002460 0.630262
7.099999905 0.603907 0.016476 0.085051 0.025488 -0.778802 0.002026 0.626748
7.149999857 0.622715 0.012264 0.158873 0.027053 -0.781904 0.001923 0.622808
7.199999809 0.662722 0.005531 0.145717 0.027976 -0.784712 0.001445 0.619227
7.249999762 0.721460 -0.020781 0.210629 0.021326 -0.783840 0.004653 0.620579
7.299999952 0.765183 -0.026556 0.202981 0.021605 -0.786131 0.004534 0.617666
7.349999666 0.790900 0.011333 0.100163 0.023581 -0.788954 0.003827 0.613987
7.399999857 0.834635 0.005276 0.096425 0.023871 -0.787973 0.004595 0.615229
7.449999809 0.881048 0.021672 0.136632 0.024859 -0.786278 0.004652 0.617355
7.500000000 0.926901 0.015466 0.142023 0.025445 -0.783564 0.004796 0.620772
7.549999714 0.974684 0.008669 0.149528 0.025665 -0.781288 0.006256 0.623612
7.599999905 1.016420 -0.043946 0.153869 0.024365 -0.780388 0.007104 0.624781
7.649999857 0.968489 0.043493 0.125549 0.024632 -0.781639 0.009502 0.623173
7.699999809 0.875750 0.063531 0.070595 0.022950 -0.782744 0.011299 0.621818
7.749999762 0.753587 0.027452 -0.000619 0.019407 -0.785617 0.011941 0.618293
7.799999952 0.751947 0.002998 -0.023104 0.016079 -0.786593 0.010769 0.617169
7.849999666 0.701456 -0.021041 -0.046829 0.012970 -0.787932 0.008190 0.615571
7.899999857 0.759569 -0.036541 -0.088938 0.009969 -0.790767 0.006082 0.612006
7.949999809 0.758675 -0.071857 -0.090725 0.007710 -0.793333 0.001976 0.608736
8.000000000 0.771692 -0.079934 -0.097566 0.003644 -0.797644 -0.001590 0.603116
8.049999714 0.659671 -0.170884 -0.052407 0.002489 -0.801980 -0.008146 0.597290
8.099999905 0.675198 -0.183223 -0.062569 -0.003020 -0.804108 -0.012254 0.594349
8.149999857 0.785279 -0.232175 -0.079740 -0.005267 -0.804646 -0.015257 0.593536
8.199999809 0.806910 -0.248036 -0.091964 -0.008277 -0.805910 -0.018716 0.591685
8.249999762 0.780768 -0.314452 -0.101925 -0.011774 -0.802592 -0.021047 0.596040
8.299999952 0.800701 -0.331838 -0.108510 -0.013911 -0.801084 -0.023021 0.597947
8.349999666 0.819104 -0.310902 -0.125867 -0.012223 -0.795784 -0.024388 0.604966
8.399999857 0.842466 -0.332307 -0.126473 -0.014301 -0.789944 -0.024370 0.612528
8.449999809 0.867509 -0.344472 -0.123744 -0.016154 -0.785883 -0.023303 0.617725
8.500000000 0.892170 -0.366610 -0.123856 -0.018869 -0.781821 -0.020970 0.622864
8.549999714 0.925955 -0.373313 -0.124719 -0.020491 -0.779362 -0.017555 0.625993
8.599999905 0.954138 -0.396110 -0.124872 -0.021885 -0.778040 -0.015386 0.627644
8.649999857 1.015976 -0.391348 -0.138391 -0.020077 -0.776313 -0.013997 0.629873
8.699999809 1.050498 -0.416424 -0.141244 -0.020357 -0.776115 -0.012415 0.630140
8.749999762 1.106608 -0.428392 -0.150033 -0.019021 -0.775254 -0.011055 0.631266
8.799999952 1.146050 -0.454149 -0.156108 -0.018994 -0.775520 -0.009461 0.630967
8.849999666 1.186992 -0.479950 -0.163784 -0.018336 -0.775753 -0.007654 0.630723
8.899999857 1.238047 -0.496399 -0.173992 -0.017033 -0.775251 -0.006997 0.631384
8.949999809 1.284544 -0.506116 -0.182463 -0.016089 -0.775247 -0.008635 0.631395
9.000000000 1.353582 -0.480356 -0.188114 -0.015216 -0.776074 -0.011996 0.630344
9.049999714 1.377951 -0.561995 -0.203005 -0.016192 -0.777210 -0.017572 0.628787
9.099999905 1.417457 -0.605823 -0.215927 -0.017739 -0.779469 -0.022134 0.625799
9.149999857 1.418640 -0.797101 -0.234799 -0.018510 -0.780163 -0.027430 0.624700
9.199999809 1.453358 -0.863744 -0.241159 -0.019207 -0.781410 -0.031029 0.622950
9.249999762 1.467186 -0.974250 -0.242230 -0.020577 -0.781995 -0.033692 0.622033
9.299999952 1.528878 -0.997891 -0.243412 -0.022695 -0.782585 -0.035095 0.621140
9.349999666 1.467583 -1.171256 -0.226500 -0.024825 -0.782529 -0.038031 0.620956
9.399999857 1.533837 -1.176826 -0.222961 -0.028638 -0.782571 -0.039801 0.620627
9.449999809 1.525851 -1.306686 -0.223161 -0.032997 -0.780194 -0.043239 0.623169
9.500000000 1.470168 -1.427571 -0.204630 -0.038065 -0.778417 -0.045607 0.624930
9.549999714 1.455789 -1.524622 -0.191860 -0.041886 -0.776094 -0.047609 0.627421
9.599999905 1.485017 -1.607845 -0.182626 -0.049716 -0.770616 -0.045817 0.633703
9.649999857 1.539466 -1.644882 -0.193910 -0.054333 -0.768198 -0.044510 0.636347
9.699999809 1.594401 -1.690982 -0.200370 -0.060505 -0.765153 -0.043963 0.639490
9.749999762 1.624553 -1.862837 -0.190849 -0.065605 -0.763226 -0.046067 0.641140
9.799999952 1.712901 -1.938731 -0.200269 -0.071943 -0.762555 -0.047878 0.641125
9.849999666 1.752206 -2.014543 -0.213578 -0.079039 -0.763421 -0.052795 0.638870
9.899999857 1.899675 -2.049698 -0.230908 -0.084426 -0.766462 -0.058814 0.633994
9.949999809 1.958561 -2.330392 -0.246806 -0.088457 -0.766245 -0.066799 0.632916
10.000000000 2.043708 -2.411850 -0.251969 -0.095116 -0.768616 -0.074569 0.628190
10.049999714 2.063545 -2.559643 -0.276110 -0.102148 -0.768569 -0.082599 0.626134
10.099999905 1.897792 -2.913852 -0.285928 -0.108130 -0.766458 -0.091634 0.626461
10.149999857 1.685442 -3.240794 -0.295894 -0.115283 -0.764874 -0.099220 0.625965
10.199999809 1.523225 -3.486408 -0.258746 -0.119885 -0.764672 -0.107154 0.624037
10.249999762 1.595146 -3.727980 -0.251582 -0.123197 -0.762679 -0.112245 0.624936
10.299999952 1.603877 -3.864330 -0.260898 -0.127813 -0.760012 -0.116067 0.626557
10.349999666 1.557482 -4.024097 -0.262813 -0.131192 -0.754423 -0.119279 0.631986
10.399999857 1.482847 -4.210525 -0.247782 -0.133014 -0.749240 -0.123064 0.637026
10.449999809 1.564416 -4.333569 -0.262413 -0.133757 -0.744641 -0.126463 0.641581
10.500000000 1.326635 -4.547311 -0.262717 -0.134835 -0.739772 -0.128874 0.646490
10.549999714 1.425995 -4.661973 -0.278066 -0.135348 -0.737536 -0.130791 0.648549
10.599999905 1.588231 -4.777866 -0.281018 -0.135183 -0.737717 -0.131855 0.648162
10.649999857 1.651926 -4.845968 -0.278425 -0.136118 -0.738483 -0.132341 0.646993
10.699999809 1.718813 -4.958597 -0.300959 -0.135713 -0.740588 -0.133096 0.644512
10.749999762 1.728083 -5.119235 -0.303941 -0.134455 -0.741486 -0.134036 0.643549
10.799999952 1.800676 -5.258425 -0.303447 -0.131792 -0.742711 -0.136048 0.642263
10.849999666 1.904588 -5.342011 -0.389725 -0.131225 -0.743152 -0.136620 0.641747
10.899999857 1.986200 -5.481831 -0.397870 -0.128388 -0.744384 -0.137542 0.640696
10.949999809 2.058592 -5.627332 -0.452662 -0.123760 -0.747383 -0.140300 0.637509
11.000000000 2.117193 -5.783807 -0.465758 -0.122621 -0.747315 -0.138774 0.638143
11.049999714 2.355954 -5.793065 -0.467234 -0.122505 -0.748273 -0.135476 0.637751
